Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60, 
OTU55,0.036038186,0.003075346,0.013126492,0.005783866,0.008478988,0.004386814,0,0.001025641,0.006549984,0.010856977,0.021853659,0.008634603,0.01684963,0.006443556,0.004280364,0.011618314,0.007142857,0,0.006442706,0.002338791,0.034090909,0,0.044553457,0.020468802,0.032650946,0.016174251,0.025634149,0.017396907,0.004652827,0.02256074,0.014300559,0.015248401,0.00931677,0.020063055,0.009412292,0.021859869,0.022856912,0,0.011839924,0.000292689,0.003440726,0,0,0.003833477,0.014672318,0.009270455,0,0.03438914,0.002365931,0.013190437,0.004057428,0.01671542,0.008953168,0.00832,0.014183065,0.009641533,0.029297459,0.015993707,0.035152636,0.005377456,
OTU56,0,0,0,0,0,0.000387072,0,0,0.001073768,0,0,0,0,0.00034965,0,0,0,0,0,0,0,0,0.0001008,0,0,0.00064697,0.000737513,0,0,0,0.000692761,0,0,0,0.000280128,0,0.000242728,0,0,0,0,0.000297974,0,0,0,0,0,0,0,0,0,0,0.003443526,0,0.000610529,0,0,0.001048768,0,0,
OTU57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178791,0,0,0,0,0,0,0,0,0,0,0,0,0.00052684,0,0.001489869,0.000796582,0.000501576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000947194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001467232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU60,0.050835322,0.026652998,0.030578759,0.004870624,0.006545184,0.006257661,0.006975184,0.026324786,0.058735101,0.007527504,0,0.003712072,0.002501915,0.029595405,0.009630819,0.027361474,0.010214286,0.012358393,0.008743672,0.009021049,0.021103896,0.014864172,0.003393589,0.002641136,0.009847111,0.015203796,0.001899654,0.006443299,0,0.002313922,0.019644713,0.00885391,0.032608696,0.026081972,0.019048686,0.03140131,0.00566366,0,0,0.001990283,0.001876759,0,0.002534579,0.00057323,0.004727747,0.010345291,0,0,0,0,0.003433208,0.007939824,0.013085399,0,0.003052646,0.002224969,0.009865471,0.018091243,0.00693802,0.009513961,
OTU61,0.021718377,0.009226038,0.030727924,0.002435312,0.016957977,0.001419263,0.007377599,0.008547009,0.007838505,0.033005211,0.011317073,0.024047773,0.046259893,0.018131868,0,0.009693386,0.0035,0.009268795,0,0,0.006493506,0.019477191,0.02802231,0.012545395,0.017621145,0.017468191,0.023600402,0.003543814,0.017537581,0.027767065,0.046266515,0.013280866,0.004140787,0.034823732,0.025995854,0.018798063,0.030705126,0.022305466,0.034809377,0.019551601,0.072568033,0.011174017,0.028170034,0.018809114,0.016465602,0.035738278,0.005198488,0.022624434,0.007886435,0.01772465,0.010611735,0.089845382,0.006198347,0.04192,0.028131311,0.008899876,0.004783259,0.017304667,0.012950971,0.015511892,
OTU62,0,0,0,0,0,0,0,0,0,0,0,0,0.000306357,0.0002997,0,0,0.000178571,0,0,0,0,0,0,0,0,0,0.000446977,0,0,0,0.000148449,0,0,0.00057323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137741,0.00032,0.000281783,0,0,0,0,0.001034126,
OTU63,0,0,0,0,0.000595017,0,0,0,0,0,0,0,0,0.0001998,0,0,0,0,0,0,0,0,0.000436799,0,0,0,0.000804559,0,0,0,0.000296897,0,0,0,0.000112051,0,0.000121364,0,0,0,0,0,0,0,0,0,0.00094518,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU64,0,0.013839057,0.006264916,0.027701674,0.057493492,0.000258048,0.017974514,0.098290598,0.001718029,0.001158078,0.009756098,0,0.000153178,0.00034965,0.018191546,0.003299876,0.003964286,0.004119464,0.023930051,0.003007016,0,0,0.029399906,0.059425553,0.009328842,0.006361872,0.096927031,0.004510309,0.026485326,0.040107983,0.000494829,0,0.01242236,0.024935512,0.01333408,0.060737682,0.000283183,0.006129746,0.001657589,0.001170755,0,0.00670441,0.002751829,0.006878762,0.003423541,0.001612253,0,0.02918552,0.007360673,0.036685903,0.028401998,0.009193481,0,0.08176,0.001643733,0.096168109,0.02690583,0.047194546,0.039777983,0.020062048,
OTU65,0.001670644,0,0,0,0.008627743,0.006386685,0.002682763,0.002393162,0.000966391,0.00021714,0.004,0.001049064,0.000408476,0.004245754,0,0.001512443,0.001178571,0,0,0,0,0.001025115,0.000302399,0,0,0,0.004626215,0,0.004652827,0,0.002820526,0,0,0.00057323,0.000448204,0.000569638,0.002508192,0,0,0.002634198,0.005473882,0.003724672,0.006517489,0.011787045,0,0.00120919,0,0.002262443,0,0,0,0,0.01446281,0,0.003381393,0.000865266,0,0,0,0,
OTU66,0,0,0.000298329,0,0.008478988,0.001483775,0,0,0.000429507,0.000868558,0,0,0.000765892,0.001723277,0,0.001031211,0.000285714,0,0,0,0,0,0.001847994,0.002971278,0,0.001186112,0.003508772,0.001610825,0,0.000385654,0.000841209,0,0,0.00057323,0,0.000925662,0.003479105,0,0,0,0.000625586,0.000446961,0,0.00114646,0,0.00120919,0,0,0,0,0,0,0,0.00176,0.001314986,0,0,0.00131096,0.001850139,0.001240951,
OTU67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001232562,0,0,0,0.00307838,0.000643915,0.00046919,0,0.001593164,0.001110633,0,0,0,0,0,0,0,0,0.004132231,0,0,0,0,0,0,0,
OTU68,0,0,0,0,0,0,0,0,0.000536884,0,0,0.000403486,0,0.0000999,0,0,0,0,0,0,0,0,0,0,0,0,0.0000894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002149613,0,0,0.000323638,0.000510812,0.005919962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU70,0,0,0.000447494,0.00152207,0.003123838,0,0,0,0,0,0,0,0,0,0,0.000343737,0,0,0,0,0,0,0.000369599,0,0,0,0.001251536,0,0,0,0,0,0,0,0,0,0.000202274,0,0,0.000117075,0.000312793,0,0.000289666,0,0,0.000537418,0,0,0,0,0,0,0.002066116,0,0.001314986,0,0,0,0,0,
OTU71,0,0,0.001342482,0,0.000818148,0,0,0,0,0,0.000195122,0,0,0.000324675,0,0,0.000285714,0,0,0,0,0,0.000335999,0,0,0,0.00176556,0,0,0,0.000940175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU72,0,0,0,0,0.001338788,0.003741694,0,0,0,0,0,0,0.000663773,0.000324675,0,0,0,0,0,0,0,0,0,0,0,0,0.002592468,0,0,0,0,0,0,0,0.000560255,0,0.003074558,0,0,0,0,0.001489869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU73,0,0,0,0,0.000966902,0.000903168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000537598,0,0,0,0.00118449,0,0,0,0,0,0,0,0,0.000356024,0.000485457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093633,0,0,0,0,0,0,0.000786576,0,0,
OTU74,0,0,0,0,0.011602826,0.001548287,0,0,0.00032213,0,0,0,0,0.00014985,0,0.000687474,0.00025,0,0,0,0,0,0.001041597,0,0.00233221,0,0.002771259,0,0.002863278,0,0,0,0,0,0.001400639,0.000356024,0.000283183,0,0,0,0.000625586,0,0,0,0,0,0,0,0,0,0,0,0.002066116,0,0.000704457,0.001112485,0.002989537,0.002621919,0,0,
OTU75,0.001670644,0.002306509,0.000596659,0.005479452,0.003123838,0.007741436,0.001073105,0,0,0,0.002146341,0,0,0.000574426,0,0.001306201,0.001285714,0.009268795,0,0,0.002435065,0,0.000201599,0,0,0.004636619,0.00511789,0.001610825,0.005726557,0.001349788,0,0,0,0.001576383,0.00252115,0,0.001173187,0.001191895,0,0.001580519,0,0.001042908,0.003620827,0.00114646,0,0,0,0,0,0,0,0,0.011707989,0,0.004884234,0.001112485,0,0,0,0,
OTU76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000286615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU77,0,0,0,0,0.001115656,0.000580608,0,0,0,0,0,0.000887669,0.000357416,0.00044955,0,0,0,0,0,0,0,0,0,0,0,0,0.000134093,0,0,0,0,0,0,0,0.000392179,0,0.000485457,0,0,0,0,0,0.000144833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU78,0.001670644,0,0,0,0.016065452,0.002580479,0.001341382,0,0.001503275,0.001085698,0,0.000564881,0.002450855,0.002022977,0,0.001512443,0.001142857,0,0,0,0,0,0.002284793,0,0,0.001725253,0.005833054,0,0.005010737,0.004242191,0.000989658,0.00122971,0,0.003725996,0.001960894,0,0.00068773,0,0,0.002224434,0.003909916,0,0.003186328,0.002794497,0.001956309,0.004433696,0,0.004072398,0,0,0,0,0,0,0.003616212,0.002224969,0,0.004457263,0,0.005791107,
OTU79,0,0,0,0,0,0.000903168,0.00147552,0,0.000966391,0,0,0,0.000306357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000336153,0,0,0,0,0,0,0,0.000796582,0.000322442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU80,0,0,0,0,0.001264411,0.001290239,0,0,0.001610652,0.001664737,0.001560976,0.001775339,0.001174368,0.001173826,0.00294275,0.002612402,0.000857143,0.006179197,0,0,0,0,0.000503998,0,0.003368748,0.002911365,0.001877305,0,0.004652827,0.000964134,0.00034638,0,0,0,0.004313967,0,0.001092277,0,0,0,0,0.00193683,0.001231081,0,0,0,0,0.002488688,0,0.004946414,0,0,0,0.00192,0.002113371,0,0,0.001573152,0,0.003929679,
OTU81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU82,0.000954654,0,0,0,0.003644478,0.001290239,0,0,0,0,0,0,0.000459535,0.000999001,0,0.000824969,0.000285714,0,0,0,0,0,0.000235199,0,0.001554807,0.003450507,0.006011845,0.00128866,0.002505369,0,0,0,0,0.001433075,0.001792818,0,0.000404547,0,0,0,0,0,0,0.000501576,0,0.001074835,0,0.003167421,0,0.002061006,0,0,0.006198347,0,0.002207298,0,0,0.003146303,0.001850139,0.002068252,
OTU83,0.000954654,0.001025115,0,0,0.002751952,0.001225727,0,0,0.002147536,0.0000724,0.000682927,0.000484183,0.001378606,0.001998002,0,0.00453733,0.008642857,0,0,0,0,0,0.000369599,0,0.000777403,0.00194091,0.000491675,0.000966495,0,0,0,0,0,0.002292921,0.000392179,0,0.001132732,0.001872978,0,0.000351226,0,0.001191895,0.000868998,0.000537403,0,0,0,0.002714932,0.000788644,0,0,0.003760969,0,0.0008,0,0,0.000597907,0,0,0,
OTU84,0.001193317,0.001281394,0.000298329,0,0.002380067,0.000580608,0.002280349,0.000512821,0.000644261,0.000506659,0,0,0.000459535,0.003796204,0,0.001237454,0.001,0,0.002300966,0,0,0,0.001579195,0,0,0,0.00078221,0.000966495,0,0,0.000148449,0,0,0,0.000840383,0.001993734,0.000242728,0,0,0.001580519,0.00046919,0.00193683,0.001593164,0.003045285,0.002282361,0,0,0.004072398,0.001577287,0.006183017,0.00062422,0.001253656,0,0,0,0.000618047,0,0,0,0.001034126,
OTU85,0,0,0,0,0,0.003225598,0.003085178,0.017264957,0.024804037,0.011001737,0.005658537,0.015009684,0.018432474,0.018856144,0.00882825,0,0,0,0,0,0,0.005125577,0,0,0,0,0,0,0,0,0,0,0,0,0.001904869,0,0.000364092,0.043078495,0.000947194,0.0159808,0.009227401,0.01772944,0.032949526,0.007344511,0,0,0.014650284,0.006334842,0.095688749,0.012366035,0.0221598,0.002089427,0,0.00272,0,0.000494438,0,0,0,0.003102378,
OTU86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU87,0,0,0,0,0.000297508,0,0,0,0,0,0,0.003954164,0,0.00034965,0,0,0,0,0,0,0,0.002562788,0,0,0,0,0.000156442,0,0,0,0,0,0,0,0,0,0,0.010556785,0,0.002868349,0.002502346,0,0,0.001325595,0,0,0,0,0,0,0,0,0,0,0.000140891,0,0,0,0,0,
OTU88,0,0.001281394,0,0,0.002826329,0.003677182,0.00147552,0.001709402,0.000751637,0,0.002439024,0.001291156,0.001225428,0.004070929,0,0.001099959,0.001571429,0,0,0,0,0,0.001612795,0,0.001295672,0.00452879,0.007710359,0,0.006800286,0,0.002375179,0,0,0,0.000896409,0.001281686,0.000970913,0.011408139,0,0.004800094,0.003284329,0.00864124,0.00586574,0.014509888,0,0.002552734,0,0,0,0,0,0,0,0,0.004555488,0,0.004783259,0.005768222,0,0,
OTU89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000468302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU90,0.001431981,0.04177345,0.012678998,0.060578387,0.042171811,0,0.06639839,0.065299145,0.062171159,0.010856977,0.017658537,0.069641704,0.002399796,0.042532468,0.047351525,0.025299051,0.016178571,0,0.098481362,0.029401938,0.031655844,0.017939518,0.068006182,0.025090789,0.015288935,0.006038387,0.002391329,0,0.007874016,0.071731585,0,0,0,0.032100889,0.011653314,0.072201652,0,0.054827175,0.00307838,0.026810279,0.015170472,0.049165673,0.026069954,0.067103755,0.032931203,0.022302835,0.053402647,0.081221719,0.091745531,0,0.131086142,0.055160886,0.004132231,0.21648,0.013807355,0.096044499,0.025710015,0.038280021,0.041628122,0.028955533,
OTU91,0,0,0,0,0.003049461,0.001419263,0.001073105,0,0,0,0,0.000968367,0,0.00014985,0.012306046,0.001374948,0.000892857,0,0.011965025,0,0,0,0.004132787,0.001320568,0,0,0,0.00193299,0,0.000964134,0,0,0,0,0.000840383,0.001922529,0,0,0,0,0,0.001489869,0,0.000788191,0.00114118,0,0,0.002488688,0,0,0,0,0,0.00288,0,0.000618047,0.001494768,0.003408495,0,0,
OTU92,0.00548926,0.02844695,0.034457041,0.058751903,0.045221272,0.00032256,0.029107981,0.038461538,0.10855793,0.022510133,0.022926829,0.096755972,0.00102119,0.161663337,0.052166934,0.117214354,0.04975,0.022657055,0.145421077,0.279652523,0.036525974,0.178882624,0.057086217,0.035655332,0.010883649,0.019948242,0.002726562,0.003221649,0.011095204,0.064982646,0.000445346,0.002705362,0.007763975,0.055030095,0.026668161,0.08437767,0.000525911,0.117657075,0.029363012,0.088391969,0.023459493,0.036501788,0.021290463,0.05818286,0.015976524,0.015853822,0.368620038,0.166742081,0.154574132,0.019785655,0.144194757,0.086920184,0,0.09312,0.030949138,0.066007417,0.052316891,0.026481384,0.050878816,0.030196484,
OTU93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001420791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000999,0,0,0,0,0,0,0,0,0.000302399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175613,0,0,0,0.000214961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU96,0,0,0,0,0.00052064,0.000451584,0,0,0,0,0,0,0,0.000274725,0,0.000206242,0.000428571,0,0,0,0,0,0.000839997,0,0,0,0.000648117,0.000966495,0,0,0,0.001844565,0,0,0.000336153,0.001424096,0.000202274,0,0,0,0,0,0,0.000358269,0.000489077,0.000537418,0,0.000904977,0,0.001236603,0,0,0,0.00048,0.000234819,0.000988875,0.001793722,0.002884111,0.002775208,0,
OTU97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000680711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001835343,0,0,
OTU98,0,0,0,0,0,0,0,0,0,0.002099016,0,0,0.000204238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003762288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU99,0,0,0,0,0.000148754,0,0,0,0,0,0,0,0,0,0,0,0.000142857,0,0,0,0,0,0,0,0,0,0.000268186,0,0,0,0.000742244,0,0,0,0,0,0.000728185,0,0,0,0,0,0,0,0,0.000403063,0,0,0,0,0,0,0,0,0.000140891,0,0,0,0,0,
OTU100,0,0,0.007905728,0.003348554,0.001041279,0.000193536,0.002548625,0.025470085,0.002577043,0.022437753,0.001853659,0,0,0.001798202,0.00294275,0.001443696,0.002428571,0.008238929,0.00414174,0,0.003246753,0.013326499,0.003964787,0,0.000777403,0.007547984,0.005251983,0,0.013958482,0,0.000593795,0.002828333,0.005175983,0,0.007283321,0.002349758,0.010154132,0.00476758,0.003315179,0.00386349,0.00140757,0.000595948,0.005213991,0.002651189,0.007336159,0.000671772,0.001417769,0.009502262,0.001577287,0.012778236,0.003745318,0.007104053,0.002066116,0.00272,0.001643733,0.002348578,0.002989537,0.002884111,0.005550416,0.003929679,
OTU101,0.046300716,0.068426448,0.249552506,0.281582953,0.106582373,0.048125927,0.163380282,0.127692308,0.110705465,0.474811812,0.348487805,0.206826985,0.358590758,0.087762238,0.011771001,0.121407947,0.046785714,0.458290422,0.052922227,0.208152355,0.260551948,0.144028703,0.233552853,0.239352922,0.07903602,0.080116455,0.138384177,0.05992268,0.524695777,0.083879676,0.277351675,0.023733399,0.651656315,0.186156492,0.146562833,0.039518656,0.529188074,0.017708156,0.127160786,0.086635837,0.172349077,0.258045292,0.230357014,0.028303239,0.257906749,0.151820502,0.019376181,0.066289593,0.086225026,0.32852432,0.167602996,0.101128291,0.384986226,0.04496,0.424693561,0.056242274,0.201793722,0.246198217,0.14199815,0.572699069,
OTU102,0,0,0,0,0.000446263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000894,0,0,0,0,0.000491884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001344,0,0,0,0.000558722,0,0,0,0,0.001598623,0,0,0,0,0,0,0,0,0,0,0,0.000143308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU105,0.003579952,0.005381855,0.003430788,0.004870624,0.019338044,0.00296755,0.00952381,0.012649573,0.000536884,0,0.002926829,0.001533247,0.001787082,0.007867133,0.004012841,0.008043448,0.02225,0.006179197,0.017027151,0.003007016,0.00487013,0,0.021470331,0.003631562,0.004405286,0.008302782,0.016381719,0.044458763,0.020042949,0.015618974,0.000791726,0.05533694,0,0.014187446,0.009020113,0.016163486,0.010235042,0.002554061,0,0.001580519,0.001563966,0.005512515,0.000724165,0.00161221,0.003097489,0.010614,0,0.043891403,0.007360673,0.024732069,0.003745318,0.006686168,0.019283747,0.00496,0.003287465,0.016069221,0.013452915,0.013109596,0.036077706,0.008893485,
OTU106,0,0,0,0,0,0,0,0,0,0,0,0.000806972,0,0,0,0,0,0,0,0,0,0.002562788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000819528,0.00093838,0.000595948,0.000434499,0,0,0,0,0,0.002103049,0,0,0.003343084,0,0,0,0,0,0,0,0,
OTU107,0,0,0,0,0.000223131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OTU108,0,0,0,0,0,0,0,0,0,0,0,0,0.000153178,0,0,0,0,0,0,0,0,0.002562788,0,0,0,0,0,0,0,0,0,0,0,0.000859845,0.000448204,0,0.000728185,0,0,0,0,0,0.00021725,0,0,0,0,0,0,0,0.001872659,0,0,0,0,0,0,0,0,0,
OTU109,0.018854415,0.036647873,0.008204057,0.003348554,0.006470807,0,0.003353454,0.003076923,0.019435198,0.000651419,0.103219512,0.002340219,0.000510595,0.001148851,0.270733012,0.01945552,0.049964286,0,0.003681546,0,0,0.069195284,0.000571198,0,0.008033169,0.000431313,0.000290535,0.007731959,0,0,0.000395863,0,0,0,0,0,0.002022736,0.185254555,0.559554819,0.239068079,0.414607444,0.228098927,0.17727569,0.293637145,0,0.000806127,0,0.0260181,0.001051525,0,0,0,0,0.00192,0.000422674,0,0.001494768,0,0,0,
